id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price_category,size_category,price_per_sqft,bed_bath_ratio,high_grade,has_water_view,is_high_value,sale_year,sale_month,sale_quarter
5245600105,2014-09-16,3,1.0,1190,9199,1.0,0,0,3,7,1190,0,1955,0,98148,47.4258,-122.322,1190,9364,228000,< $300K,>4K sqft,24.785302750298946,0.0008403361344537816,False,False,False,2014,9,3
7231300125,2015-02-17,5,2.5,3150,9134,1.0,0,0,4,8,1640,1510,1966,0,98056,47.4934,-122.189,1990,9133,345000,$300K-500K,>4K sqft,37.77096562294723,0.0007936507936507937,True,False,False,2015,2,1
7518505990,2014-12-31,3,1.75,1410,4080,1.0,0,0,4,7,1000,410,1950,0,98117,47.6808,-122.384,1410,4080,600000,$500K-650K,>4K sqft,147.05882352941177,0.0012411347517730497,False,False,False,2014,12,4
3626039271,2015-02-05,2,1.75,1980,8550,1.0,0,0,3,7,990,990,1981,0,98117,47.6989,-122.369,1480,6738,585000,$500K-650K,>4K sqft,68.42105263157895,0.0008838383838383839,False,False,False,2015,2,1
4217401195,2015-03-03,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927,0,98105,47.6571,-122.281,2730,6000,920000,$650K-1M,>4K sqft,153.33333333333334,0.0008241758241758242,True,False,True,2015,3,1
9822700295,2014-05-12,4,2.5,2830,5000,2.0,0,0,3,9,2830,0,1995,0,98105,47.6597,-122.29,1950,5000,885000,$650K-1M,>4K sqft,177.0,0.0008833922261484099,True,False,True,2014,5,2
9478500640,2014-08-19,4,2.5,2250,4495,2.0,0,0,3,7,2250,0,2008,0,98042,47.3663,-122.114,2250,4500,292500,< $300K,>4K sqft,65.07230255839822,0.0011111111111111111,True,False,False,2014,8,3
2799800710,2015-04-07,3,2.5,2420,4750,2.0,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.122,2690,4750,301000,$300K-500K,>4K sqft,63.36842105263158,0.0010330578512396695,True,False,False,2015,4,2
7922800400,2014-08-27,5,3.25,3250,14342,2.0,0,4,4,8,3250,0,1968,0,98008,47.588,-122.116,2960,11044,951000,$650K-1M,>4K sqft,66.30874355041138,0.001,True,True,True,2014,8,3
8079040320,2015-02-23,4,3.0,1850,9976,2.0,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,430000,$300K-500K,>4K sqft,43.10344827586207,0.0016216216216216215,True,False,False,2015,2,1
1516000055,2014-12-10,3,2.25,2150,21235,1.0,0,3,4,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900,650000,$500K-650K,>4K sqft,30.609842241582292,0.0010465116279069768,True,True,True,2014,12,4
9558200045,2014-08-28,3,1.75,1260,8400,1.0,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750,289000,< $300K,>4K sqft,34.404761904761905,0.001388888888888889,False,False,False,2014,8,3
5072410070,2014-10-21,3,1.75,2519,8690,2.0,0,0,5,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500,505000,$500K-650K,>4K sqft,58.11277330264672,0.0006947201270345375,True,False,False,2014,10,4
9528102996,2014-12-07,3,1.75,1540,1044,3.0,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32,1580,3090,549000,$500K-650K,1K-2K sqft,525.8620689655172,0.0011363636363636363,False,False,False,2014,12,4
1189001180,2014-06-03,3,2.25,1660,6000,1.0,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.297,1440,4080,425000,$300K-500K,>4K sqft,70.83333333333333,0.001355421686746988,False,False,False,2014,6,2
3253500160,2014-11-20,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000,317625,$300K-500K,3K-4K sqft,83.38802835389866,0.0009927797833935018,True,False,False,2014,11,4
3394100030,2014-09-09,4,2.5,2720,11049,2.0,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.192,2750,11049,975000,$650K-1M,>4K sqft,88.24327993483573,0.0009191176470588235,True,False,True,2014,9,3
3717000160,2014-10-09,4,2.5,2240,4648,2.0,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,287000,< $300K,>4K sqft,61.74698795180723,0.0011160714285714285,True,False,False,2014,10,4
1274500060,2014-08-25,3,1.0,1000,12070,1.0,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,204000,< $300K,>4K sqft,16.901408450704224,0.001,False,False,False,2014,8,3
1802000060,2014-06-12,5,2.25,3200,20158,1.0,0,0,3,8,1600,1600,1965,0,98004,47.6303,-122.215,3390,20158,1330000,> $1M,>4K sqft,65.97876773489433,0.000703125,True,False,True,2014,6,2
1525059190,2014-09-12,5,3.25,4770,50094,1.0,0,0,4,11,3070,1700,1973,0,98005,47.6525,-122.16,3530,38917,1040000,> $1M,>4K sqft,20.760969377570166,0.0006813417190775681,True,False,True,2014,9,3
1049000060,2015-01-05,3,2.0,1260,5612,1.0,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,325000,$300K-500K,>4K sqft,57.91161796151105,0.0015873015873015873,False,False,False,2015,1,1
8820901275,2014-06-10,4,2.0,2750,7807,1.5,0,0,5,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,571000,$500K-650K,>4K sqft,73.13949020110158,0.0007272727272727272,True,False,False,2014,6,2
5416510140,2014-07-10,4,2.5,2380,5000,2.0,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000,360000,$300K-500K,>4K sqft,72.0,0.0010504201680672268,True,False,False,2014,7,3
3444100400,2015-03-16,3,1.75,1790,50529,1.0,0,0,5,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,349000,$300K-500K,>4K sqft,6.906924736290051,0.0009776536312849163,False,False,False,2015,3,1
3276920270,2014-11-05,4,4.0,3430,35102,2.0,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.987,3240,35020,832500,$650K-1M,>4K sqft,23.716597344880633,0.0011661807580174927,True,False,True,2014,11,4
4036801170,2014-10-13,4,1.75,1760,7300,1.0,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500,380000,$300K-500K,>4K sqft,52.054794520547944,0.0009943181818181817,False,False,False,2014,10,4
2391600320,2015-04-20,3,1.0,1040,5060,1.0,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.394,890,5060,480000,$300K-500K,>4K sqft,94.86166007905139,0.0009615384615384616,False,False,False,2015,4,2
6300000287,2014-06-09,3,1.0,1410,5060,1.0,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693,410000,$300K-500K,>4K sqft,81.02766798418972,0.0007092198581560284,False,False,False,2014,6,2
1531000030,2015-03-23,4,2.5,3450,39683,2.0,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750,720000,$650K-1M,>4K sqft,18.143789532041428,0.0007246376811594203,True,False,True,2015,3,1
5104520400,2014-12-02,3,2.5,2350,5100,2.0,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,390000,$300K-500K,>4K sqft,76.47058823529412,0.0010638297872340426,True,False,False,2014,12,4
7437100340,2014-12-22,4,2.5,1900,5889,2.0,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,360000,$300K-500K,>4K sqft,61.130922058074376,0.0013157894736842105,True,False,False,2014,12,4
9418400240,2014-10-28,2,1.0,2020,6720,1.0,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720,355000,$300K-500K,>4K sqft,52.82738095238095,0.0004950495049504951,False,False,False,2014,10,4
1523059105,2015-01-28,3,1.5,1680,8712,1.0,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,356000,$300K-500K,>4K sqft,40.86317722681359,0.0008928571428571428,True,False,False,2015,1,1
1133000671,2014-06-02,3,1.0,960,6634,1.0,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203,315000,$300K-500K,>4K sqft,47.482665058788065,0.0010416666666666667,False,False,False,2014,6,2
4232902595,2014-11-14,3,1.5,2140,3600,2.0,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,940000,$650K-1M,3K-4K sqft,261.1111111111111,0.0007009345794392523,True,False,True,2014,11,4
2599001200,2014-11-03,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,305000,$300K-500K,>4K sqft,36.30952380952381,0.0008458646616541353,True,False,False,2014,11,4
3342103156,2014-06-18,3,3.25,2770,6278,2.0,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,461000,$300K-500K,>4K sqft,73.43102899012425,0.0011732851985559567,True,False,False,2014,6,2
1332700270,2014-05-19,2,2.25,1610,2040,2.0,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,215000,< $300K,2K-3K sqft,105.3921568627451,0.0013975155279503106,True,False,False,2014,5,2
3869900162,2014-09-04,2,1.75,1030,1066,2.0,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,335000,$300K-500K,1K-2K sqft,314.25891181988743,0.0016990291262135922,False,False,False,2014,9,3
2791500270,2014-05-22,4,2.5,1980,7403,2.0,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.372,1980,7510,243500,< $300K,>4K sqft,32.89207078211536,0.0012626262626262627,True,False,False,2014,5,2
5036300431,2015-03-11,5,2.75,3520,6353,2.0,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,1100000,> $1M,>4K sqft,173.14654493939872,0.00078125,True,False,True,2015,3,1
4168000060,2015-02-26,3,1.0,1200,10500,1.0,0,0,3,7,1200,0,1962,0,98023,47.322,-122.351,1350,10500,153000,< $300K,>4K sqft,14.571428571428571,0.0008333333333333334,False,False,False,2015,2,1
6021501535,2014-07-25,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,430000,$300K-500K,>4K sqft,86.0,0.0009493670886075949,False,False,False,2014,7,3
6021501535,2014-12-23,3,1.5,1580,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,700000,$650K-1M,>4K sqft,140.0,0.0009493670886075949,False,False,True,2014,12,4
1483300570,2014-09-08,4,2.5,3300,10250,1.0,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,905000,$650K-1M,>4K sqft,88.29268292682927,0.0007575757575757576,True,False,True,2014,9,3
3422049190,2015-03-30,3,1.75,1960,15681,1.0,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,247500,< $300K,>4K sqft,15.783432179070212,0.0008928571428571428,True,False,False,2015,3,1
1099611230,2014-09-12,4,1.5,1160,6400,1.0,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.378,1160,6400,199000,< $300K,>4K sqft,31.09375,0.001293103448275862,False,False,False,2014,9,3
722079104,2014-07-11,3,1.75,1810,41800,1.0,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,314000,$300K-500K,>4K sqft,7.511961722488039,0.0009668508287292818,False,False,False,2014,7,3
7338200240,2014-05-16,3,2.5,2320,36847,2.0,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,437500,$300K-500K,>4K sqft,11.873422531006595,0.0010775862068965517,True,True,False,2014,5,2
1952200240,2014-06-11,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,850830,$650K-1M,>4K sqft,64.25723132693905,0.0012077294685990338,False,False,True,2014,6,2
5200100125,2014-10-27,3,2.0,1980,3478,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.372,1610,3478,555000,$500K-650K,3K-4K sqft,159.5744680851064,0.00101010101010101,False,False,False,2014,10,4
7214720075,2014-12-12,3,2.25,2190,107593,2.0,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,699950,$650K-1M,>4K sqft,6.505534746684264,0.0010273972602739725,True,False,True,2014,12,4
2450000295,2014-10-07,3,2.5,2920,8113,2.0,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,1090000,> $1M,>4K sqft,134.35227412794282,0.0008561643835616438,True,False,True,2014,10,4
6197800045,2014-09-24,3,1.0,1210,33919,1.0,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,290000,< $300K,>4K sqft,8.549780359090775,0.0008264462809917355,False,False,False,2014,9,3
1328310370,2015-04-02,3,2.5,2340,10005,1.0,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,375000,$300K-500K,>4K sqft,37.481259370314845,0.0010683760683760685,False,False,False,2015,4,2
546000875,2014-05-23,3,1.0,1670,4005,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,460000,$300K-500K,>4K sqft,114.85642946317104,0.0005988023952095808,False,False,False,2014,5,2
3530510041,2014-07-23,2,1.75,1240,2493,1.0,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,188500,< $300K,2K-3K sqft,75.61171279582832,0.001411290322580645,False,False,False,2014,7,3
1853000400,2015-03-05,4,2.5,3140,28037,2.0,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001,680000,$650K-1M,>4K sqft,24.253664800085602,0.0007961783439490446,True,False,True,2015,3,1
3134100116,2014-08-27,5,1.75,2030,12342,2.0,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,470000,$300K-500K,>4K sqft,38.08134824177605,0.0008620689655172414,True,False,False,2014,8,3
9545230140,2014-07-25,4,2.5,2310,9624,2.0,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,597750,$500K-650K,>4K sqft,62.11034912718205,0.0010822510822510823,True,False,False,2014,7,3
3362400511,2015-03-04,3,1.75,1260,3328,1.0,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536,570000,$500K-650K,3K-4K sqft,171.27403846153845,0.001388888888888889,False,False,False,2015,3,1
2525310310,2014-09-16,3,1.75,1540,12600,1.0,0,0,4,7,1160,380,1980,0,98038,47.3624,-122.031,1540,11656,272500,< $300K,>4K sqft,21.626984126984127,0.0011363636363636363,False,False,False,2014,9,3
6126500060,2014-11-24,3,1.75,2080,5969,1.0,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,329950,$300K-500K,>4K sqft,55.27726587368068,0.0008413461538461539,False,True,False,2014,11,4
8961960160,2014-10-28,4,2.5,3230,16171,2.0,0,3,3,9,2520,710,2001,0,98001,47.3183,-122.253,2640,8517,480000,$300K-500K,>4K sqft,29.682765444313894,0.0007739938080495357,True,True,False,2014,10,4
3626039325,2014-11-21,3,3.5,4380,6350,2.0,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350,740500,$650K-1M,>4K sqft,116.61417322834646,0.0007990867579908676,True,False,True,2014,11,4
3362400431,2014-06-26,3,3.5,1590,1102,3.0,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166,518500,$500K-650K,1K-2K sqft,470.508166969147,0.00220125786163522,True,False,False,2014,6,2
4060000240,2014-06-23,2,1.0,880,6780,1.0,0,0,4,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780,205425,< $300K,>4K sqft,30.298672566371682,0.0011363636363636363,False,False,False,2014,6,2
3454800060,2015-01-08,4,2.0,1570,9600,1.0,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,171800,< $300K,>4K sqft,17.895833333333332,0.0012738853503184713,True,False,False,2015,1,1
1695900060,2015-05-11,4,1.0,1610,2982,1.5,0,0,4,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040,535000,$500K-650K,2K-3K sqft,179.40979208584844,0.0006211180124223603,True,False,False,2015,5,2
7278700070,2015-01-02,3,2.5,2400,6474,1.0,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.386,2340,10856,660000,$650K-1M,>4K sqft,101.94624652455978,0.0010416666666666667,True,True,True,2015,1,1
6675500070,2014-11-19,3,2.0,1450,9132,1.0,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,391500,$300K-500K,>4K sqft,42.8712220762155,0.001379310344827586,False,False,False,2014,11,4
